LipidMolec,ClassKey,FAKey,CalcMass,BaseRt,TotalGrade,TotalSmpIDRate(%),MeanArea[s1],MeanArea[s2],MeanArea[s3],MeanArea[s4],MeanArea[s5],MeanArea[s6],MeanArea[s7],MeanArea[s8],MeanArea[s9],MeanArea[s10],MeanArea[s11],MeanArea[s12]
DG(15:0_18:2),DG,(15:0_18:2),578.491,21.96,A,46.15,350000,371000,363000,511000,64900,75500,103000,32500,2545454.545,2545276.364,3385432.182,2545410
DG(15:0_18:2),DG,(15:0_18:2),578.491,22.5823,A,7.69,2390,0.0988,0.133,1.13,2900,2720,3070,1630,36181.81818,36003.63636,45104.90909,36137.27273
DG(15:1_18:2),DG,(15:1_18:2),576.4754,18.9645,A,7.69,81300,98000,85900,116000,3770,2730,2360,576,343636.3636,343458.1818,488341.2727,343591.8182
DG(15:2_18:2),DG,(15:2_18:2),574.4597,16.7794,A,30.77,19600,52400,3360,30000,1220,0,0,,74727.27273,74549.09091,97377.63636,74682.72727
DG(16:0_16:0),DG,(16:0_16:0),568.5067,26.8002,A,38.46,1780000,1930000,644000,1450000,172000,203000,207000,165000,4763636.364,4763458.182,8252704.909,4763591.818
DG(16:0_16:0),DG,(16:0_16:0),568.5067,26.8896,A,15.38,3560000,3830000,2720000,2480000,512000,664000,617000,362000,1341818.182,1341640,950886.7273,1341773.636
DG(16:0_16:0),DG,(16:0_16:0),568.5067,27.0697,A,7.69,225000,53200,607000,284000,1220,74000,48600,32400,2709090.909,2708912.727,3779977.636,2709046.364
DG(16:0_16:1),DG,(16:0_16:1),566.491,23.0251,A,30.77,820000,915000,1890000,1560000,195000,315000,225000,125000,12127272.73,12127094.55,15039977.64,12127228.18
DG(16:0_16:1),DG,(16:0_16:1),566.491,23.13,A,53.85,1780000,1130000,1890000,987000,195000,315000,273000,166000,12127272.73,12127094.55,16676341.27,12127228.18
DG(16:0_16:1),DG,(16:0_16:1),566.491,23.7351,A,7.69,30500,15300,28900,28500,2420,5800,5280,4570,77272.72727,77094.54545,104577.6364,77228.18182
DG(16:0_16:2),DG,(16:0_16:2),564.4754,20.7069,A,7.69,200000,182000,135000,197000,38700,62600,55200,53600,325454.5455,325276.3636,348159.4545,325410
DG(16:0_16:2),DG,(16:0_16:2),564.4754,20.8107,A,7.69,68500,26500,26700,30400,62.4,10600,13300,106,34727.27273,34549.09091,55250.36364,34682.72727
DG(16:0_17:0),DG,(16:0_17:0),582.5223,29.29,A,15.38,18500,26300,25600,15200,3330,5270,4430,3850,65818.18182,65640,79214,65773.63636
DG(16:0_17:0),DG,(16:0_17:0),582.5223,29.4257,A,15.38,35000,13400,53500,39200,8190,9060,8270,5340,140727.2727,140549.0909,185050.3636,140682.7273
DG(16:0_17:1),DG,(16:0_17:1),580.5067,25.1703,A,7.69,78900,66900,59000,105000,14700,9790,14300,5390,245454.5455,245276.3636,363850.3636,245410
DG(16:0_17:1),DG,(16:0_17:1),580.5067,25.2783,A,7.69,13600,27300,29000,24500,4370,7700,6650,3530,136909.0909,136730.9091,183250.3636,136864.5455
DG(16:0_18:0),DG,(16:0_18:0),596.538,27.0447,C,7.69,167000,183000,194000,242000,12600,27300,9600,19400,2485.472727,2643.8,2636.363636,2454.545455
DG(16:0_18:0),DG,(16:0_18:0),596.538,31.8512,A,7.69,136000,195000,206000,319000,89400,48800,67200,58400,1587272.727,1587094.545,1938523.091,1587228.182
DG(16:0_18:0),DG,(16:0_18:0),596.538,31.9551,A,23.08,136000,195000,206000,492000,89400,48800,93700,69500,1587272.727,1587094.545,1894886.727,1587228.182
DG(16:0_18:0),DG,(16:0_18:0),596.538,32.0395,A,23.08,344000,286000,324000,302000,89400,61000,93700,71000,1587272.727,1587094.545,2129068.545,1587228.182
DG(16:0_18:0),DG,(16:0_18:0),596.538,32.1003,A,23.08,344000,481000,324000,302000,89400,110000,93700,71000,1587272.727,1587094.545,2129068.545,1587228.182
DG(16:0_18:1),DG,(16:0_18:1),594.5223,27.1828,A,84.62,11300000,5950000,13900000,11100000,2150000,4040000,3740000,1470000,86000000,85999821.82,115472704.9,85999955.45
DG(16:0_18:1),DG,(16:0_18:1),594.5223,27.2127,A,38.46,11300000,10700000,13900000,11100000,2150000,4040000,3740000,1470000,86000000,85999821.82,115472704.9,85999955.45
DG(16:0_18:1),DG,(16:0_18:1),594.5223,27.3455,A,23.08,75900,72500,114000,139000,22000,27900,22200,6200,481818.1818,481640,703432.1818,481773.6364
DG(16:0_18:1),DG,(16:0_18:1),594.5223,27.6906,A,15.38,264000,1960000,3030000,271000,187000,52600,430000,54700,11218181.82,11218003.64,9218159.455,11218137.27
DG(16:0_18:1),DG,(16:0_18:1),594.5223,28.3814,A,7.69,18900,24000,23900,42600,8140,13600,8780,2730,385454.5455,385276.3636,522341.2727,385410
DG(16:0_18:2),DG,(16:0_18:2),592.5067,23.1354,A,46.15,2730000,125000,2560000,2840000,133000,137000,149000,83300,8854545.455,8854367.273,7492704.909,8854500.909
DG(16:0_18:2),DG,(16:0_18:2),592.5067,23.6887,A,61.54,41900000,48900000,56300000,47500000,7230000,16000000,15500000,5740000,110363636.4,110363458.2,127090886.7,110363591.8
DG(16:0_18:2),DG,(16:0_18:2),592.5067,23.7125,A,84.62,41900000,48900000,56300000,58500000,7230000,16000000,15500000,5740000,110363636.4,110363458.2,182727250.4,110363591.8
DG(16:0_18:2),DG,(16:0_18:2),592.5067,23.7919,A,30.77,41900000,48900000,56300000,11000000,7230000,16000000,15500000,5740000,152363636.4,152363458.2,183636341.3,152363591.8
DG(16:0_18:2),DG,(16:0_18:2),592.5067,23.9274,A,15.38,129000,83800,80100,70900,24100,84500,25100,21200,987272.7273,987094.5455,1391432.182,987228.1818
DG(16:0_18:2),DG,(16:0_18:2),592.5067,24.5378,A,7.69,498000,600000,399000,971000,239000,266000,388000,172000,7254545.455,7254367.273,8207250.364,7254500.909
DG(16:0_18:2),DG,(16:0_18:2),592.5067,24.6304,A,7.69,498000,600000,399000,971000,239000,346000,388000,253000,7254545.455,7254367.273,8207250.364,7254500.909
DG(16:0_18:2),DG,(16:0_18:2),592.5067,26.4483,A,7.69,4780,2840,3740,5120,1640,1430,2720,7.42,33818.18182,33640,50450.36364,33773.63636
DG(16:0_18:3),DG,(16:0_18:3),590.491,21.0406,A,7.69,57,108,1710,3710,28.8,18.4,5150,3.01,32727.27273,32549.09091,48121.27273,32682.72727
DG(16:0_18:3),DG,(16:0_18:3),590.491,21.1318,A,15.38,229000,55700,1010000,569000,249000,455000,397000,210000,4963636.364,4963458.182,4770886.727,4963591.818
DG(16:0_18:3),DG,(16:0_18:3),590.491,21.3091,A,53.85,1520000,2080000,1500000,2080000,87800,25200,21200,106000,9127272.727,9127094.545,10654523.09,9127228.182
DG(16:0_18:3),DG,(16:0_18:3),590.491,21.3472,A,61.54,2390000,2970000,2940000,3400000,312000,975000,270000,232000,1812727.273,1812549.091,1805432.182,1812682.727
DG(16:0_18:3),DG,(16:0_18:3),590.491,26.6652,A,23.08,3650000,3750000,4780000,3410000,580000,1490000,312000,422000,1854545.455,1854367.273,2632704.909,1854500.909
DG(16:0_18:3),DG,(16:0_18:3),590.491,26.733,A,23.08,3650000,3750000,4780000,3440000,680000,1490000,984000,564000,2309090.909,2308912.727,3087250.364,2309046.364
DG(16:0_18:3),DG,(16:0_18:3),590.491,26.7985,C,7.69,3650000,3750000,2720000,2720000,484000,1490000,984000,379000,1369090.909,1368912.727,2147250.364,1369046.364
DG(16:0_18:3),DG,(16:0_18:3),590.491,26.8603,A,7.69,2600000,1170000,2720000,1080000,223000,1080000,761000,142000,449090.9091,448912.7273,9068.545455,449046.3636
DG(16:0_18:4),DG,(16:0_18:4),588.4754,22.9949,C,7.69,3280000,1640000,4590000,4890000,495000,945000,876000,525000,3218181.818,3218003.636,5236341.273,3218137.273
DG(16:0_20:1),DG,(16:0_20:1),622.5536,31.8907,A,7.69,164000,265000,289000,285000,10600,7450,17300,12700,1872727.273,1872549.091,2160886.727,1872682.727
DG(16:0_20:1),DG,(16:0_20:1),622.5536,32.0573,A,7.69,164000,114000,289000,129000,8320,5640,15600,12300,1496363.636,1496185.455,1784523.091,1496319.091
DG(16:0_20:1),DG,(16:0_20:1),622.5536,32.2103,A,15.38,24900,31900,122000,286000,25500,24400,43200,35900,867272.7273,867094.5455,1432704.909,867228.1818
DG(16:0_20:3),DG,(16:0_20:3),618.5223,31.961,C,7.69,507000,639000,383000,344000,221000,338000,339000,317000,892727.2727,892549.0909,861795.8182,892682.7273
DG(16:0_20:4),DG,(16:0_20:4),616.5067,22.844,A,15.38,521000,562000,403000,591000,377000,431000,16000,396000,1150909.091,1150730.909,897977.6364,1150864.545
DG(16:0_20:4),DG,(16:0_20:4),616.5067,22.9525,A,61.54,521000,562000,371000,591000,356000,282000,316000,387000,338181.8182,338003.6364,756341.2727,338137.2727
DG(16:0_20:4),DG,(16:0_20:4),616.5067,23.0606,A,30.77,24900,6400,37900,207000,1000,17000,83800,41100,632727.2727,632549.0909,621068.5455,632682.7273
DG(16:0_20:4),DG,(16:0_20:4),616.5067,23.2374,A,61.54,211000,228000,294000,162000,149000,165000,124000,154000,929090.9091,928912.7273,2018341.273,929046.3636
DG(16:0_20:5),DG,(16:0_20:5),614.491,24.0064,A,46.15,28500000,30700000,34500000,35300000,11300000,20000000,19700000,10300000,14509090.91,14508912.73,18327250.36,14509046.36
DG(16:0_20:5),DG,(16:0_20:5),614.491,24.6076,A,15.38,1790000,791000,2130000,1340000,259000,234000,343000,99100,2436363.636,2436185.455,4216341.273,2436319.091
DG(16:0_22:1),DG,(16:0_22:1),650.5849,35.5179,A,15.38,130000,193000,231000,246000,7880,7750,12100,13700,243636.3636,243458.1818,296886.7273,243591.8182
DG(16:0_22:4),DG,(16:0_22:4),644.538,25.1714,A,7.69,72500,83700,99400,92300,1290,1960,1410,3570,385454.5455,385276.3636,471977.6364,385410
DG(16:1_16:1),DG,(16:1_16:1),564.4754,19.9357,A,15.38,622000,271000,484000,837000,11500,10300,8560,10900,42909.09091,42730.90909,14704.90909,42864.54545
DG(16:1_18:1),DG,(16:1_18:1),592.5067,20.1227,C,7.69,458000,318000,416000,1150000,20800,54500,41000,1080,44272.72727,42909.09091,45090.90909,46727.27273
DG(16:1_18:1),DG,(16:1_18:1),592.5067,23.2203,A,15.38,675000,26100000,967000,31000000,254000,137000,79000,3210000,17563636.36,17563458.18,23199977.64,17563591.82
DG(16:1_18:1),DG,(16:1_18:1),592.5067,23.312,A,7.69,675000,1720000,967000,1630000,432000,137000,79000,18700,17563636.36,17563458.18,16847250.36,17563591.82
DG(16:1_18:1),DG,(16:1_18:1),592.5067,23.4065,A,7.69,675000,1720000,967000,1630000,432000,137000,79000,18700,17563636.36,17563458.18,16847250.36,17563591.82
DG(16:1_18:2),DG,(16:1_18:2),590.491,20.2045,A,7.69,3250000,38.5,953,3800000,340000,440000,447000,273000,4418181.818,4418003.636,5581795.818,4418137.273
DG(16:1_18:2),DG,(16:1_18:2),590.491,20.4236,A,69.23,6120000,4470000,6550000,7080000,1120000,1490000,1240000,764000,22000000,21999821.82,29472704.91,21999955.45
DG(16:1_18:2),DG,(16:1_18:2),590.491,20.6374,A,15.38,2360000,2270000,4010000,2590000,720000,112000,109000,15900,59272.72727,59094.54545,57068.54545,59228.18182
DG(16:1_18:2),DG,(16:1_18:2),590.491,20.6736,A,15.38,8910000,1480000,2070000,2680000,103000,638000,45600,148000,1247272.727,1247094.545,1745432.182,1247228.182
DG(16:1_18:2),DG,(16:1_18:2),590.491,21.2365,A,76.92,1910000,2970000,1690000,3400000,245000,975000,614000,205000,1198181.818,1198003.636,119523.0909,1198137.273
DG(16:1_18:2),DG,(16:1_18:2),590.491,21.8839,A,7.69,50200,36500,12700,35400,9810,13400,9350,5820,398181.8182,398003.6364,632523.0909,398137.2727
DG(16:1_20:2),DG,(16:1_20:2),618.5223,20.4606,C,7.69,1120000,297000,1060000,2330000,13800,31300,15800,20700,13054.54545,12876.36364,13149.63636,13010
DG(16:1_23:4),DG,(16:1_23:4),656.538,19.0908,B,7.69,43100,6570,11600,16700,654,2090,3050,0,14927.27273,14749.09091,22541.27273,14882.72727
DG(16:2_18:2),DG,(16:2_18:2),588.4754,18.2954,A,84.62,817000,481000,571000,1050000,253000,663000,638000,238000,7490909.091,7490730.909,10223614,7490864.545
DG(16:2_18:2),DG,(16:2_18:2),588.4754,19.2205,A,15.38,36100,31200,30000,40800,18100,15200,12400,11600,343636.3636,343458.1818,447250.3636,343591.8182
DG(16:2_18:2),DG,(16:2_18:2),588.4754,19.2838,A,7.69,36100,31200,30000,40800,18100,15200,12400,11600,343636.3636,343458.1818,447250.3636,343591.8182
DG(17:0_18:1),DG,(17:0_18:1),608.538,28.6038,A,7.69,50000,37000,43200,52800,3930,2940,6560,2410,272727.2727,272549.0909,361068.5455,272682.7273
DG(17:0_18:1),DG,(17:0_18:1),608.538,29.4345,A,38.46,119000,128000,144000,184000,23600,29800,31800,22000,785454.5455,785276.3636,1044704.909,785410
DG(17:0_18:1),DG,(17:0_18:1),608.538,29.4992,A,30.77,119000,133000,186000,184000,23600,29800,36200,22000,785454.5455,785276.3636,1044704.909,785410
DG(17:0_18:2),DG,(17:0_18:2),606.5223,24.8008,A,7.69,12200,26700,4160,4820,4610,5240,7960,2880,66727.27273,66549.09091,98614,66682.72727
DG(17:0_18:2),DG,(17:0_18:2),606.5223,25.2761,A,23.08,65300,50100,87900,52200,8580,13300,8560,3910,352727.2727,352549.0909,319250.3636,352682.7273
DG(17:0_18:2),DG,(17:0_18:2),606.5223,25.4172,A,15.38,231000,215000,161000,278000,23800,30300,40200,12000,1467272.727,1467094.545,1945432.182,1467228.182
DG(17:0_18:2),DG,(17:0_18:2),606.5223,25.9687,A,15.38,149000,189000,55600,160000,57600,52800,4240,13800,436363.6364,436185.4545,534341.2727,436319.0909
DG(17:0_18:2),DG,(17:0_18:2),606.5223,26.059,A,30.77,584000,336000,1010000,829000,214000,225000,259000,171000,1300000,1299821.818,1816341.273,1299955.455
DG(17:0_18:2),DG,(17:0_18:2),606.5223,26.1319,A,84.62,298000,433000,486000,449000,98900,55300,128000,64400,1685454.545,1685276.364,2307250.364,1685410
DG(17:0_20:5),DG,(17:0_20:5),628.5067,25.4572,C,7.69,187000,197000,90500,279000,9610,17700,53700,30400,240000,239821.8182,251250.3636,239955.4545
DG(17:0_20:5),DG,(17:0_20:5),628.5067,26.1457,A,38.46,105000,866000,931000,827000,210000,233000,175000,172000,229090.9091,228912.7273,903614,229046.3636
DG(17:1_18:1),DG,(17:1_18:1),606.5223,25.353,A,23.08,253000,215000,183000,278000,27800,30300,45300,14000,1467272.727,1467094.545,1945432.182,1467228.182
DG(17:1_18:2),DG,(17:1_18:2),604.5067,22.0539,A,38.46,187000,176000,364000,410000,28300,21700,19500,16700,774545.4545,774367.2727,1004159.455,774500.9091
DG(17:1_19:0),DG,(17:1_19:0),622.5536,27.3961,C,15.38,776000,602000,416000,785000,54300,123000,226000,55500,103090.9091,105090.9091,103236.3636,105090.9091
DG(17:1_20:5),DG,(17:1_20:5),626.491,22.1504,A,15.38,66800,822000,267000,173000,15800,25800,44800,12000,260000,259821.8182,268386,259955.4545
DG(17:1_20:5),DG,(17:1_20:5),626.491,22.5464,A,15.38,99300,150000,4560,193000,22300,35700,39000,10300,143090.9091,142912.7273,445795.8182,143046.3636
DG(17:3_24:6),DG,(17:3_24:6),676.5067,27.8108,C,7.69,313000,168000,280000,511000,0,0,414,333,81636.36364,81458.18182,137977.6364,81591.81818
DG(18:0_17:1),DG,(18:0_17:1),608.538,29.7521,A,7.69,26000,16200,25700,34000,1330,6100,4800,3410,20000,19821.81818,26658.72727,19955.45455
DG(18:0_18:0),DG,(18:0_18:0),624.5693,35.5017,A,23.08,435000,473000,534000,459000,392000,380000,405000,442000,232727.2727,232549.0909,331977.6364,232682.7273
DG(18:0_18:1),DG,(18:0_18:1),622.5536,32.2789,A,23.08,24900,31900,122000,286000,25500,24400,43200,35900,867272.7273,867094.5455,1432704.909,867228.1818
DG(18:0_18:1),DG,(18:0_18:1),622.5536,32.3496,A,30.77,1070000,1470000,1740000,1560000,207000,97700,220000,193000,7690909.091,7690730.909,10779977.64,7690864.545
DG(18:0_18:1),DG,(18:0_18:1),622.5536,32.4151,A,69.23,1070000,882000,1740000,1560000,223000,244000,220000,193000,7690909.091,7690730.909,10469068.55,7690864.545
DG(18:0_18:1),DG,(18:0_18:1),622.5536,32.5829,A,15.38,770000,318000,1210000,44400,91100,96700,150000,138000,1890909.091,1890730.909,1643977.636,1890864.545
DG(18:0_18:1),DG,(18:0_18:1),622.5536,32.9329,A,7.69,14800,16400,8620,46900,8830,8620,5690,7280,123272.7273,123094.5455,157795.8182,123228.1818
DG(18:0_18:2),DG,(18:0_18:2),620.538,23.568,B,7.69,1240000,1790000,1400000,1950000,460000,811000,626000,270000,24781.81818,26490.90909,24490.90909,22450.90909
DG(18:0_18:2),DG,(18:0_18:2),620.538,28.1269,A,84.62,3650000,6000000,3800000,4850000,1140000,1500000,1320000,466000,22727272.73,22727094.55,22581795.82,22727228.18
DG(18:0_18:2),DG,(18:0_18:2),620.538,28.1554,A,69.23,6440000,7820000,8290000,8300000,2180000,1680000,2760000,2370000,9581818.182,9581640,13363614,9581773.636
DG(18:0_18:2),DG,(18:0_18:2),620.538,28.3148,A,23.08,1260000,983000,1660000,2610000,944000,840000,721000,700000,1729090.909,1728912.727,1925432.182,1729046.364
DG(18:0_18:2),DG,(18:0_18:2),620.538,28.6171,A,7.69,230000,437000,221000,352000,57600,75300,539,68700,201818.1818,201640,103068.5455,201773.6364
DG(18:0_18:2),DG,(18:0_18:2),620.538,28.7409,A,15.38,317000,3300,276000,18900,76800,104000,17400,59300,921818.1818,921640,1210341.273,921773.6364
DG(18:0_18:2),DG,(18:0_18:2),620.538,29.9194,A,7.69,2730,11100,11700,7280,351,618,467,958,73090.90909,72912.72727,121141.2727,73046.36364
DG(18:0_20:2),DG,(18:0_20:2),648.5693,27.3654,C,7.69,1240000,1210000,1710000,162000,24000,28200,41400,5020,105272.7273,105094.5455,165214,105228.1818
DG(18:0_20:3),DG,(18:0_20:3),646.5536,29.363,A,15.38,113000,180000,160000,110000,112000,116000,113000,101000,236363.6364,236185.4545,406159.4545,236319.0909
DG(18:0_20:3),DG,(18:0_20:3),646.5536,29.4124,A,23.08,55900,73900,81000,56300,25800,43200,50300,42800,481818.1818,481640,644341.2727,481773.6364
DG(18:0_20:4),DG,(18:0_20:4),644.538,27.1473,A,15.38,22,261,2010,18,665000,731000,531000,761000,272727.2727,272549.0909,527250.3636,272682.7273
DG(18:0_20:4),DG,(18:0_20:4),644.538,27.2447,A,38.46,701000,607000,1480000,1320000,633000,775000,354000,320000,6163636.364,6163458.182,7590886.727,6163591.818
DG(18:1_16:0),DG,(18:1_16:0),594.5223,23.09,C,7.69,220000,287000,298000,775000,7810,16800,22400,19200,20727.27273,20549.09091,70704.90909,20682.72727
DG(18:1_16:0),DG,(18:1_16:0),594.5223,23.3361,C,7.69,385,178,401,63600,1.99,30.5,1100,2330,0.000209091,14.54524545,23.04942727,44.54524545
DG(18:1_16:2),DG,(18:1_16:2),590.491,20.3386,A,30.77,6580000,1530000,1240000,1820000,590000,664000,724000,323000,294545.4545,294367.2727,1074523.091,294500.9091
DG(18:1_16:2),DG,(18:1_16:2),590.491,20.5174,A,30.77,740000,3070000,4010000,4280000,683000,1010000,1210000,498000,772727.2727,772549.0909,794476.9091,772682.7273
DG(18:1_16:3),DG,(18:1_16:3),588.4754,18.3706,A,38.46,1710000,1570000,1770000,2210000,677000,1430000,1410000,539000,1945454.545,1945276.364,2465432.182,1945410
DG(18:1_16:3),DG,(18:1_16:3),588.4754,22.771,C,7.69,3280000,1480000,1710000,4890000,29400,945000,876000,525000,3218181.818,3218003.636,5236341.273,3218137.273
DG(18:1_16:3),DG,(18:1_16:3),588.4754,22.8527,C,7.69,4160000,1580000,4590000,4890000,495000,945000,876000,525000,3218181.818,3218003.636,5236341.273,3218137.273
DG(18:1_18:0),DG,(18:1_18:0),622.5536,27.2218,C,15.38,1210000,493000,1780000,2250000,119000,341000,332000,159000,23454.54545,23276.36364,7432.181818,23410
DG(18:1_18:0),DG,(18:1_18:0),622.5536,27.2607,C,23.08,1210000,493000,1780000,2250000,119000,341000,332000,159000,23454.54545,23276.36364,7432.181818,23410
DG(18:1_18:1),DG,(18:1_18:1),620.538,22.9309,A,7.69,447,241,42900,436,3880,2230,1220,2230,74363.63636,74185.45455,98341.27273,74319.09091
DG(18:1_18:1),DG,(18:1_18:1),620.538,27.0275,A,23.08,9310000,979000,3610000,11500000,358000,977000,1370000,725000,5454545.455,5454367.273,22290886.73,5454500.909
DG(18:1_18:1),DG,(18:1_18:1),620.538,27.1063,A,53.85,9310000,7470000,3610000,11500000,756000,977000,1370000,725000,5454545.455,5454367.273,22290886.73,5454500.909
DG(18:1_18:1),DG,(18:1_18:1),620.538,27.1674,A,76.92,9310000,7530000,3610000,11500000,756000,977000,1370000,725000,5454545.455,5454367.273,22290886.73,5454500.909
DG(18:1_18:1),DG,(18:1_18:1),620.538,27.2813,A,30.77,9000000,8560000,4920000,1570000,888000,1670000,2420000,1440000,5309090.909,5308912.727,5727250.364,5309046.364
DG(18:1_18:1),DG,(18:1_18:1),620.538,27.3584,A,7.69,1050000,1250000,2660000,291000,239000,126000,263000,4530,14418181.82,14418003.64,15872704.91,14418137.27
DG(18:1_18:1),DG,(18:1_18:1),620.538,27.4141,A,7.69,1050000,1250000,2660000,291000,239000,126000,263000,4530,14418181.82,14418003.64,15872704.91,14418137.27
DG(18:1_18:1),DG,(18:1_18:1),620.538,28.0782,A,23.08,3650000,6000000,3800000,4850000,1140000,1500000,1320000,466000,22727272.73,22727094.55,23747250.36,22727228.18
DG(18:1_18:2),DG,(18:1_18:2),618.5223,23.9267,A,53.85,20400000,45800000,54500000,56800000,4080000,4520000,6600000,2880000,130000000,129999821.8,147818159.5,129999955.5
DG(18:1_18:2),DG,(18:1_18:2),618.5223,23.961,A,84.62,40000000,45800000,54500000,56800000,4080000,4520000,6600000,2880000,130000000,129999821.8,143636341.3,129999955.5
DG(18:1_18:2),DG,(18:1_18:2),618.5223,24.0203,A,76.92,40000000,45800000,54500000,56800000,4080000,4520000,6600000,2880000,130000000,129999821.8,173818159.5,129999955.5
DG(18:1_18:2),DG,(18:1_18:2),618.5223,24.1058,A,38.46,19500000,45800000,54500000,56800000,4080000,4520000,6600000,2880000,87090909.09,87090730.91,153999977.6,87090864.55
DG(18:1_18:2),DG,(18:1_18:2),618.5223,24.6431,A,7.69,760000,321000,452000,256000,52000,63500,118000,39500,3036363.636,3036185.455,4269068.545,3036319.091
DG(18:1_18:2),DG,(18:1_18:2),618.5223,25.353,A,7.69,161000,129000,150000,232000,16100,12400,18100,13400,514545.4545,514367.2727,771432.1818,514500.9091
DG(18:1_18:3),DG,(18:1_18:3),616.5067,21.3719,A,23.08,24300000,19900000,28100000,36600000,3650000,4990000,6240000,2790000,49454545.45,49454367.27,41872704.91,49454500.91
DG(18:1_18:3),DG,(18:1_18:3),616.5067,21.4535,A,23.08,513000,475000,513000,2850,63700,145000,197000,60600,1767272.727,1767094.545,2414523.091,1767228.182
DG(18:1_18:3),DG,(18:1_18:3),616.5067,21.4946,A,15.38,679000,475000,513000,2780,75600,145000,197000,57800,2036363.636,2036185.455,2839977.636,2036319.091
DG(18:1_18:3),DG,(18:1_18:3),616.5067,21.6177,A,46.15,757000,1010000,1030000,1150000,51400,134000,103000,61100,2600000,2599821.818,2731250.364,2599955.455
DG(18:1_18:3),DG,(18:1_18:3),616.5067,21.8551,A,7.69,2380000,2380000,1990000,2980000,37100,11800,163000,71800,4036363.636,4036185.455,9005432.182,4036319.091
DG(18:1_18:3),DG,(18:1_18:3),616.5067,27.4447,C,23.08,4860000,9840000,12300000,11100000,4800000,7440000,7130000,2440000,6290909.091,6290730.909,6072704.909,6290864.545
DG(18:1_18:3),DG,(18:1_18:3),616.5067,27.6158,A,23.08,4860000,9840000,12300000,11100000,4800000,7440000,7130000,2440000,6290909.091,6290730.909,5272704.909,6290864.545
DG(18:1_18:3),DG,(18:1_18:3),616.5067,27.6656,C,23.08,4860000,9840000,12300000,11100000,4800000,7440000,7130000,1320000,6290909.091,6290730.909,6072704.909,6290864.545
DG(18:1_19:1),DG,(18:1_19:1),634.5536,29.6434,A,7.69,26300,88900,130000,101000,2430,1010,3890,3000,236363.6364,236185.4545,272523.0909,236319.0909
DG(18:1_19:1),DG,(18:1_19:1),634.5536,29.7005,A,7.69,26300,88900,130000,101000,2430,1010,3890,3000,236363.6364,236185.4545,272523.0909,236319.0909
DG(18:1_19:1),DG,(18:1_19:1),634.5536,29.7685,A,15.38,42300,41500,80300,59900,1360,670,2820,2020,120181.8182,120003.6364,230886.7273,120137.2727
DG(18:1_20:1),DG,(18:1_20:1),648.5693,27.2353,C,15.38,1240000,1210000,1710000,2060000,24200,34800,46500,10100,134545.4545,134367.2727,104523.0909,134500.9091
DG(18:1_20:1),DG,(18:1_20:1),648.5693,31.7986,A,7.69,124000,16200,191000,138000,5.39,4520,1390,33.6,4145454.545,4145276.364,4232886.727,4145410
DG(18:1_20:1),DG,(18:1_20:1),648.5693,31.8859,A,46.15,536000,636000,454000,530000,6760,12900,10600,5630,874545.4545,874367.2727,2043614,874500.9091
DG(18:1_20:1),DG,(18:1_20:1),648.5693,31.9535,A,23.08,536000,636000,705000,376000,9970,14200,28000,6690,874545.4545,874367.2727,1729068.545,874500.9091
DG(18:1_20:2),DG,(18:1_20:2),646.5536,23.7629,C,7.69,303000,403000,598000,1170000,6040,1520,67200,35400,21090.90909,20912.72727,59977.63636,21046.36364
DG(18:1_20:2),DG,(18:1_20:2),646.5536,28.4489,C,7.69,945,963,1190,2730,0.0579,0,0.655,0,11072.72727,10894.54545,12208.54545,11028.18182
DG(18:1_20:3),DG,(18:1_20:3),644.538,24.8717,A,15.38,120000,134000,202000,236000,17700,13300,15800,12700,765454.5455,765276.3636,971068.5455,765410
DG(18:1_20:3),DG,(18:1_20:3),644.538,24.8989,A,7.69,120000,134000,202000,236000,17700,13300,15800,12700,765454.5455,765276.3636,971068.5455,765410
DG(18:1_22:1),DG,(18:1_22:1),676.6006,35.5344,A,46.15,139000,147000,263000,228000,2250,16,13500,6330,274545.4545,274367.2727,352704.9091,274500.9091
DG(18:2_15:0),DG,(18:2_15:0),578.491,21.762,C,7.69,657000,689000,550000,387000,76500,222000,119000,119000,270909.0909,270730.9091,238159.4545,270864.5455
DG(18:2_15:2),DG,(18:2_15:2),574.4597,16.7393,C,15.38,53000,133000,12600,71200,,,0,2190,6145.454545,5967.272727,9941.272727,6100.909091
DG(18:2_16:0),DG,(18:2_16:0),592.5067,19.9987,B,15.38,223000,20300,342000,375000,13200,49200,17300,27500,25.45454545,152.7272727,996.9090909,19.09090909
DG(18:2_16:2),DG,(18:2_16:2),588.4754,18.473,C,7.69,993000,301000,1080000,544000,89200,78500,52400,29000,945454.5455,945276.3636,1111795.818,945410
